corpus: preloaded/bawe2
subcorpus: -
size: 1638
query: Query:[lc="run" | lemma_lc="run"]
Methodology recount | any significant coefficients. </s><s> Expenditure on alcohol in pounds sterling per week. </s><s> After screening the variables, I ran a series of multivariate regressions on the variables I found to be individually significant. </s><s> The regression outputs 
Methodology recount | . </s><s> Being a UK student does not seem to have a large negative effect on the exam results compared to non-UK students when running a simple regression analysis; however, when including it in the multivariate regression it has a negative and 
Essay | the law of one price) and the mark-up theory. </s><s> The purchasing power theory asserts that prices are determined in the long run by world competition, thus the theory emphasises the importance of import prices. The mark-up theory developed by 
Essay | (Chang and Velasco 1998). </s><s> As far as agents perceive this BS vulnerability and expect a currency depreciation, a bank run as stated in Diamond and Dybvig (1983) may arise 6. </s> C-3. High share of public loans <s> As Goldstein and Turner (1996, pp. 
Essay | might have a negative effect since it may undermine the public's confidence in banks, provoking a generalised bank run . </s><s> As a rule of thumb, and considering the Argentine case, I sustain that avoiding banks' liquidation during a crisis 
Essay | transparency, the Argentine BS is still far away from the best international standards (Fanelli 2002). </s><s> In the short run , the Central Bank may help in improving the situation by imposing the submission of a set of periodical information 
Essay | systems: cross-country comparisons." World Bank, Working Paper No. 2143.Diamond, D., and P. Dybvig. 1983. "Bank Runs , Deposit Insurance and Liquidity." Journal of Political Economy, 91:3, pp. 401-419.Diaz Alejandro, C. 1985. " 
Research report | with the nominal effective exchange rate (See figure 2). </s><s> The empirical evidence on the validity of the PPP in the long run supports this assumption 5. </s><s> Furthermore, the evolution of the pseudo-velocity was plotted with the interest rate in 
Research report | in Argentina in the 1990s affected the speed of adjustment of real cash balances to disequilibrium in the long run relation of the demand for money. </s><s> Up to now I have discussed and found a long-run relation in the demand for money where 
Essay | . </s><s> Secondly, consumers personally may not be willing to spend more than they earn. </s><s> This is because people are afraid of running into debts that they are unable to repay they back. </s><s> In other words, the fears of the risks involved are greater than the 
Essay | as a result of discovering a new land, will increase birth rate to B' as well as reducing death rate to D'. </s><s> In the short run , the economy is not in equilibrium. </s><s> The rise of population will bring the level of income per head to the subsistent 
Essay | level of income per head to the subsistent level with the same level of real wage W* but a larger population N' in the long run . </s><s> Thus, income per capita is lowered than it used to be. </s><s> Therefore, scarcity of resources resulted from population 
Essay | , there are some micro invention known as "gap filling improvements", however, it is more likely that they will run into diminishing returns. </s><s> Besides, human capital plays a vital role in production. </s><s> Education may require 
Essay | role in production. </s><s> Education may require individuals to forgo current earnings as opportunity cost in the short run ; but in the long run, a skilful labour force can increase productivity and efficiency, which can lead to an increase in 
Essay | . </s><s> Education may require individuals to forgo current earnings as opportunity cost in the short run; but in the long run , a skilful labour force can increase productivity and efficiency, which can lead to an increase in output. </s><s> Although 
Essay | is understandable as the population is growing too fast to believe that output per person is sufficient. </s><s> So in the long run , the huge amount of humans in the world will exhaust the resources, ending in falling of living standards. </s><s> The 
Essay | would help bring the divergence of population growth and output growth back to the subsistent equilibrium. </s><s> In the long run , living standards were believed to fall as per capita income decreases. </s><s> However, there are possible ways to break out 
